SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
34,DC:A6:32:33:CA:E1,2020-07-04 21:00:38.257854,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-30
35,DC:A6:32:33:CA:E1,2020-07-04 21:00:39.617936,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
36,DC:A6:32:33:CA:E1,2020-07-04 21:00:40.976022,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-28
37,DC:A6:32:33:CA:E1,2020-07-04 21:00:41.002870,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
38,DC:A6:32:33:CA:E1,2020-07-04 21:00:42.068052,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-25
39,DC:A6:32:33:CA:E1,2020-07-04 21:00:43.546987,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-33
40,DC:A6:32:33:CA:E1,2020-07-04 21:00:44.643179,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
41,DC:A6:32:33:CA:E1,2020-07-04 21:00:46.006921,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
42,DC:A6:32:33:CA:E1,2020-07-04 21:00:47.370633,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
43,DC:A6:32:33:CA:E1,2020-07-04 21:00:48.611279,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-28
44,DC:A6:32:33:CA:E1,2020-07-04 21:00:50.617054,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
45,DC:A6:32:33:CA:E1,2020-07-04 21:00:51.451976,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-28
46,DC:A6:32:33:CA:E1,2020-07-04 21:00:52.411988,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-25
47,DC:A6:32:33:CA:E1,2020-07-04 21:00:53.208230,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-27
48,DC:A6:32:33:CA:E1,2020-07-04 21:00:54.638333,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-25
49,DC:A6:32:33:CA:E1,2020-07-04 21:00:56.643525,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
50,DC:A6:32:33:CA:E1,2020-07-04 21:00:57.288462,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-26
51,DC:A6:32:33:CA:E1,2020-07-04 21:00:58.257889,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-34
52,DC:A6:32:33:CA:E1,2020-07-04 21:01:00.159153,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-28
53,DC:A6:32:33:CA:E1,2020-07-04 21:01:01.581071,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
54,DC:A6:32:33:CA:E1,2020-07-04 21:01:02.008530,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-28
55,DC:A6:32:33:CA:E1,2020-07-04 21:01:04.013714,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-25
56,DC:A6:32:33:CA:E1,2020-07-04 21:01:05.661144,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-27
57,DC:A6:32:33:CA:E1,2020-07-04 21:01:06.417380,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-27
58,DC:A6:32:33:CA:E1,2020-07-04 21:01:07.065483,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-30
59,DC:A6:32:33:CA:E1,2020-07-04 21:01:08.648743,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-25
60,DC:A6:32:33:CA:E1,2020-07-04 21:01:09.138747,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
61,DC:A6:32:33:CA:E1,2020-07-04 21:01:11.143934,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-28
62,DC:A6:32:33:CA:E1,2020-07-04 21:01:12.931383,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-25
63,DC:A6:32:33:CA:E1,2020-07-04 21:01:13.041879,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
64,DC:A6:32:33:CA:E1,2020-07-04 21:01:15.046441,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-33
65,DC:A6:32:33:CA:E1,2020-07-04 21:01:16.201417,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-36
66,DC:A6:32:33:CA:E1,2020-07-04 21:01:17.017786,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
67,DC:A6:32:33:CA:E1,2020-07-04 21:01:19.022806,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-28
68,DC:A6:32:33:CA:E1,2020-07-04 21:01:21.027814,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
69,DC:A6:32:33:CA:E1,2020-07-04 21:01:22.154131,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-25
70,DC:A6:32:33:CA:E1,2020-07-04 21:01:23.010390,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-25
71,DC:A6:32:33:CA:E1,2020-07-04 21:01:25.015436,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-28
72,DC:A6:32:33:CA:E1,2020-07-04 21:01:26.504186,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-27
73,DC:A6:32:33:CA:E1,2020-07-04 21:01:27.938595,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-26
74,DC:A6:32:33:CA:E1,2020-07-04 21:01:28.444218,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
75,DC:A6:32:33:CA:E1,2020-07-04 21:01:30.449358,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-29
76,DC:A6:32:33:CA:E1,2020-07-04 21:01:31.434360,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-28
77,DC:A6:32:33:CA:E1,2020-07-04 21:01:32.149317,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-25
78,DC:A6:32:33:CA:E1,2020-07-04 21:01:33.061830,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-31
79,DC:A6:32:33:CA:E1,2020-07-04 21:01:34.150673,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-26
80,DC:A6:32:33:CA:E1,2020-07-04 21:01:35.782694,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-34
81,DC:A6:32:33:CA:E1,2020-07-04 21:01:36.124456,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-34
82,DC:A6:32:33:CA:E1,2020-07-04 21:01:38.010763,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-29
