SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:CA:E1,2020-07-04 22:15:20.265504,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
1,DC:A6:32:33:CA:E1,2020-07-04 22:15:22.270235,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
2,DC:A6:32:33:CA:E1,2020-07-04 22:15:24.275164,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-81
3,DC:A6:32:33:CA:E1,2020-07-04 22:15:26.280285,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-82
4,DC:A6:32:33:CA:E1,2020-07-04 22:15:27.031441,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-88
5,DC:A6:32:33:CA:E1,2020-07-04 22:15:28.115227,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-82
6,DC:A6:32:33:CA:E1,2020-07-04 22:15:30.120288,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-85
7,DC:A6:32:33:CA:E1,2020-07-04 22:15:32.125280,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-84
8,DC:A6:32:33:CA:E1,2020-07-04 22:15:34.130273,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-85
9,DC:A6:32:33:CA:E1,2020-07-04 22:15:36.135248,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
10,DC:A6:32:33:CA:E1,2020-07-04 22:15:38.140309,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-85
11,DC:A6:32:33:CA:E1,2020-07-04 22:15:40.145280,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
12,DC:A6:32:33:CA:E1,2020-07-04 22:15:42.150294,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-84
13,DC:A6:32:33:CA:E1,2020-07-04 22:15:44.155355,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-84
14,DC:A6:32:33:CA:E1,2020-07-04 22:15:46.160314,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-85
15,DC:A6:32:33:CA:E1,2020-07-04 22:15:48.165309,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-82
16,DC:A6:32:33:CA:E1,2020-07-04 22:15:50.170404,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-82
17,DC:A6:32:33:CA:E1,2020-07-04 22:15:52.175377,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-82
18,DC:A6:32:33:CA:E1,2020-07-04 22:15:54.180343,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-84
19,DC:A6:32:33:CA:E1,2020-07-04 22:15:56.185447,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
20,DC:A6:32:33:CA:E1,2020-07-04 22:15:57.166579,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-82
21,DC:A6:32:33:CA:E1,2020-07-04 22:15:59.171604,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-85
22,DC:A6:32:33:CA:E1,2020-07-04 22:16:01.176657,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
23,DC:A6:32:33:CA:E1,2020-07-04 22:16:03.181727,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
24,DC:A6:32:33:CA:E1,2020-07-04 22:16:05.186641,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-84
25,DC:A6:32:33:CA:E1,2020-07-04 22:16:07.191591,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-84
26,DC:A6:32:33:CA:E1,2020-07-04 22:16:09.196655,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-84
27,DC:A6:32:33:CA:E1,2020-07-04 22:16:11.201595,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
28,DC:A6:32:33:CA:E1,2020-07-04 22:16:13.205450,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
29,DC:A6:32:33:CA:E1,2020-07-04 22:16:14.286670,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-82
30,DC:A6:32:33:CA:E1,2020-07-04 22:16:15.100979,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
31,DC:A6:32:33:CA:E1,2020-07-04 22:16:16.185323,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
32,DC:A6:32:33:CA:E1,2020-07-04 22:16:18.190371,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
33,DC:A6:32:33:CA:E1,2020-07-04 22:16:19.077860,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
34,DC:A6:32:33:CA:E1,2020-07-04 22:16:21.082976,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-82
35,DC:A6:32:33:CA:E1,2020-07-04 22:16:23.087882,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
36,DC:A6:32:33:CA:E1,2020-07-04 22:16:25.092885,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
37,DC:A6:32:33:CA:E1,2020-07-04 22:16:27.097922,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-84
38,DC:A6:32:33:CA:E1,2020-07-04 22:16:29.102880,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
39,DC:A6:32:33:CA:E1,2020-07-04 22:16:31.107890,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
40,DC:A6:32:33:CA:E1,2020-07-04 22:16:32.576663,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
41,DC:A6:32:33:CA:E1,2020-07-04 22:16:33.013013,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
42,DC:A6:32:33:CA:E1,2020-07-04 22:16:35.017976,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-85
43,DC:A6:32:33:CA:E1,2020-07-04 22:16:37.022861,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-82
44,DC:A6:32:33:CA:E1,2020-07-04 22:16:39.027954,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
45,DC:A6:32:33:CA:E1,2020-07-04 22:16:41.032941,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
46,DC:A6:32:33:CA:E1,2020-07-04 22:16:43.037845,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
47,DC:A6:32:33:CA:E1,2020-07-04 22:16:45.042979,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-83
48,DC:A6:32:33:CA:E1,2020-07-04 22:16:46.193490,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-82
49,DC:A6:32:33:CA:E1,2020-07-04 22:16:47.216628,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-84
50,DC:A6:32:33:CA:E1,2020-07-04 22:16:48.077808,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-84
51,DC:A6:32:33:CA:E1,2020-07-04 22:16:49.066552,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-82
