SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:CA:E1,2020-07-04 22:41:52.184133,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-79
1,DC:A6:32:33:CA:E1,2020-07-04 22:41:53.616662,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
2,DC:A6:32:33:CA:E1,2020-07-04 22:41:54.006644,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
3,DC:A6:32:33:CA:E1,2020-07-04 22:41:55.222866,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-88
4,DC:A6:32:33:CA:E1,2020-07-04 22:41:56.207918,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
5,DC:A6:32:33:CA:E1,2020-07-04 22:41:57.395579,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
6,DC:A6:32:33:CA:E1,2020-07-04 22:41:58.193002,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
7,DC:A6:32:33:CA:E1,2020-07-04 22:41:59.532987,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-87
8,DC:A6:32:33:CA:E1,2020-07-04 22:42:00.114319,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
9,DC:A6:32:33:CA:E1,2020-07-04 22:42:01.003059,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
10,DC:A6:32:33:CA:E1,2020-07-04 22:42:02.468245,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
11,DC:A6:32:33:CA:E1,2020-07-04 22:42:03.030736,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-88
12,DC:A6:32:33:CA:E1,2020-07-04 22:42:04.274624,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-90
13,DC:A6:32:33:CA:E1,2020-07-04 22:42:05.104598,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-88
14,DC:A6:32:33:CA:E1,2020-07-04 22:42:06.088850,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
15,DC:A6:32:33:CA:E1,2020-07-04 22:42:07.453257,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
16,DC:A6:32:33:CA:E1,2020-07-04 22:42:08.050647,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-81
17,DC:A6:32:33:CA:E1,2020-07-04 22:42:09.425759,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
18,DC:A6:32:33:CA:E1,2020-07-04 22:42:11.158226,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-88
19,DC:A6:32:33:CA:E1,2020-07-04 22:42:12.071964,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-79
20,DC:A6:32:33:CA:E1,2020-07-04 22:42:13.163213,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
21,DC:A6:32:33:CA:E1,2020-07-04 22:42:14.795804,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
22,DC:A6:32:33:CA:E1,2020-07-04 22:42:15.114550,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
23,DC:A6:32:33:CA:E1,2020-07-04 22:42:16.159550,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
24,DC:A6:32:33:CA:E1,2020-07-04 22:42:17.110865,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
25,DC:A6:32:33:CA:E1,2020-07-04 22:42:19.116143,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
26,DC:A6:32:33:CA:E1,2020-07-04 22:42:20.422375,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
27,DC:A6:32:33:CA:E1,2020-07-04 22:42:21.884832,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-87
28,DC:A6:32:33:CA:E1,2020-07-04 22:42:22.114686,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-79
29,DC:A6:32:33:CA:E1,2020-07-04 22:42:23.148478,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-88
30,DC:A6:32:33:CA:E1,2020-07-04 22:42:25.153514,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-88
31,DC:A6:32:33:CA:E1,2020-07-04 22:42:26.068522,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
32,DC:A6:32:33:CA:E1,2020-07-04 22:42:28.069140,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-81
33,DC:A6:32:33:CA:E1,2020-07-04 22:42:29.019842,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-79
34,DC:A6:32:33:CA:E1,2020-07-04 22:42:30.563813,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-81
35,DC:A6:32:33:CA:E1,2020-07-04 22:42:31.576174,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-81
36,DC:A6:32:33:CA:E1,2020-07-04 22:42:32.266139,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
37,DC:A6:32:33:CA:E1,2020-07-04 22:42:33.004937,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
38,DC:A6:32:33:CA:E1,2020-07-04 22:42:34.755033,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-79
39,DC:A6:32:33:CA:E1,2020-07-04 22:42:36.111900,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-79
40,DC:A6:32:33:CA:E1,2020-07-04 22:42:38.028781,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-87
41,DC:A6:32:33:CA:E1,2020-07-04 22:42:39.060693,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-80
42,DC:A6:32:33:CA:E1,2020-07-04 22:42:40.687670,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-79
43,DC:A6:32:33:CA:E1,2020-07-04 22:42:41.697624,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-79
44,DC:A6:32:33:CA:E1,2020-07-04 22:42:42.112579,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-79
45,DC:A6:32:33:CA:E1,2020-07-04 22:42:44.117801,d5050dfc-be57-11ea-a50f-dca63233cae0,1,1,1,-79
